 ,f,|hNSNS/hBHBH|,arg(hNSNS/hBHBH) 
val#436,1.016859312e+01,9.999721050e-01,8.307548553e-04 
val#437,1.016899190e+01,9.999727393e-01,8.311635952e-04 
val#438,1.016939073e+01,9.999739652e-01,8.315525550e-04 
val#439,1.016978962e+01,9.999757866e-01,8.319216965e-04 
val#440,1.017018857e+01,9.999782068e-01,8.322711097e-04 
val#441,1.017058757e+01,9.999812292e-01,8.326006910e-04 
val#442,1.017098663e+01,9.999848564e-01,8.329103708e-04 
val#443,1.017138575e+01,9.999890911e-01,8.332000836e-04 
val#444,1.017178492e+01,9.999939355e-01,8.334695824e-04 
val#445,1.017218416e+01,9.999993917e-01,8.337187424e-04 
val#446,1.017258345e+01,1.000005461e+00,8.339473273e-04 
val#447,1.017298280e+01,1.000012146e+00,8.341549696e-04 
val#448,1.017338220e+01,1.000019446e+00,8.343413894e-04 
val#449,1.017378167e+01,1.000027363e+00,8.345062796e-04 
val#450,1.017418119e+01,1.000035897e+00,8.346491615e-04 
val#451,1.017458077e+01,1.000045048e+00,8.347695952e-04 
val#452,1.017498040e+01,1.000054817e+00,8.348670942e-04 
val#453,1.017538010e+01,1.000065202e+00,8.349411154e-04 
val#454,1.017577985e+01,1.000076202e+00,8.349910255e-04 
val#455,1.017617965e+01,1.000087818e+00,8.350161764e-04 
val#456,1.017657952e+01,1.000100046e+00,8.350159350e-04 
val#457,1.017697945e+01,1.000112884e+00,8.349894493e-04 
val#458,1.017737943e+01,1.000126332e+00,8.349360298e-04 
val#459,1.017777947e+01,1.000140385e+00,8.348547139e-04 
val#460,1.017817956e+01,1.000155039e+00,8.347445947e-04 
val#461,1.017857972e+01,1.000170293e+00,8.346046701e-04 
val#462,1.017897993e+01,1.000186140e+00,8.344339013e-04 
val#463,1.017938020e+01,1.000202577e+00,8.342311529e-04 
val#464,1.017978053e+01,1.000219598e+00,8.339951855e-04 
val#465,1.018018091e+01,1.000237197e+00,8.337247293e-04 
val#466,1.018058136e+01,1.000255366e+00,8.334184626e-04 
val#467,1.018098186e+01,1.000274100e+00,8.330748607e-04 
val#468,1.018138241e+01,1.000293390e+00,8.326924091e-04 
val#469,1.018178303e+01,1.000313227e+00,8.322694904e-04 
val#470,1.018218371e+01,1.000333602e+00,8.318043355e-04 
val#471,1.018258444e+01,1.000354505e+00,8.312951413e-04 
val#472,1.018298523e+01,1.000375924e+00,8.307399500e-04 
val#473,1.018338608e+01,1.000397847e+00,8.301367272e-04 
val#474,1.018378698e+01,1.000420261e+00,8.294832669e-04 
val#475,1.018418794e+01,1.000443153e+00,8.287772938e-04 
val#476,1.018458897e+01,1.000466506e+00,8.280163466e-04 
val#477,1.018499004e+01,1.000490305e+00,8.271979150e-04 
val#478,1.018539118e+01,1.000514532e+00,8.263192916e-04 
val#479,1.018579238e+01,1.000539169e+00,8.253776004e-04 
val#480,1.018619363e+01,1.000564194e+00,8.243698916e-04 
val#481,1.018659494e+01,1.000589587e+00,8.232930498e-04 
val#482,1.018699631e+01,1.000615325e+00,8.221436900e-04 
val#483,1.018739774e+01,1.000641383e+00,8.209184073e-04 
val#484,1.018779922e+01,1.000667735e+00,8.196135485e-04 
val#485,1.018820077e+01,1.000694353e+00,8.182253176e-04 
val#486,1.018860237e+01,1.000721207e+00,8.167497611e-04 
val#487,1.018900403e+01,1.000748266e+00,8.151826409e-04 
val#488,1.018940574e+01,1.000775496e+00,8.135196965e-04 
val#489,1.018980752e+01,1.000802862e+00,8.117563747e-04 
val#490,1.019020935e+01,1.000830325e+00,8.098879743e-04 
val#491,1.019061124e+01,1.000857847e+00,8.079096149e-04 
val#492,1.019101319e+01,1.000885385e+00,8.058162337e-04 
val#493,1.019141520e+01,1.000912894e+00,8.036026094e-04 
val#494,1.019181727e+01,1.000940327e+00,8.012633073e-04 
val#495,1.019221939e+01,1.000967635e+00,7.987927768e-04 
val#496,1.019262157e+01,1.000994766e+00,7.961852916e-04 
val#497,1.019302381e+01,1.001021663e+00,7.934349750e-04 
val#498,1.019342611e+01,1.001048271e+00,7.905358626e-04 
val#499,1.019382847e+01,1.001074528e+00,7.874818133e-04 
val#500,1.019423088e+01,1.001100370e+00,7.842666709e-04 
val#501,1.019463336e+01,1.001125732e+00,7.808841788e-04 
val#502,1.019503589e+01,1.001150544e+00,7.773280449e-04 
val#503,1.019543848e+01,1.001174733e+00,7.735919574e-04 
val#504,1.019584113e+01,1.001198225e+00,7.696696620e-04 
val#505,1.019624383e+01,1.001220941e+00,7.655549543e-04 
val#506,1.019664660e+01,1.001242800e+00,7.612417700e-04 
val#507,1.019704942e+01,1.001263718e+00,7.567242008e-04 
val#508,1.019745230e+01,1.001283608e+00,7.519965437e-04 
val#509,1.019785524e+01,1.001302379e+00,7.470534306e-04 
val#510,1.019825824e+01,1.001319941e+00,7.418897724e-04 
val#511,1.019866130e+01,1.001336197e+00,7.365009817e-04 
val#512,1.019906441e+01,1.001351051e+00,7.308829083e-04 
val#513,1.019946759e+01,1.001364403e+00,7.250320420e-04 
val#514,1.019987082e+01,1.001376154e+00,7.189454934e-04 
val#515,1.020027411e+01,1.001386200e+00,7.126211676e-04 
val#516,1.020067746e+01,1.001394437e+00,7.060578308e-04 
val#517,1.020108087e+01,1.001400763e+00,6.992551808e-04 
val#518,1.020148433e+01,1.001405071e+00,6.922140059e-04 
val#519,1.020188786e+01,1.001407258e+00,6.849362721e-04 
val#520,1.020229144e+01,1.001407220e+00,6.774251350e-04 
val#521,1.020269508e+01,1.001404854e+00,6.696852104e-04 
val#522,1.020309878e+01,1.001400059e+00,6.617225219e-04 
val#523,1.020350254e+01,1.001392738e+00,6.535446725e-04 
val#524,1.020390636e+01,1.001382795e+00,6.451608864e-04 
val#525,1.020431023e+01,1.001370139e+00,6.365821338e-04 
val#526,1.020471417e+01,1.001354685e+00,6.278211499e-04 
val#527,1.020511816e+01,1.001336351e+00,6.188925155e-04 
val#528,1.020552221e+01,1.001315063e+00,6.098126652e-04 
val#529,1.020592632e+01,1.001290754e+00,6.005999382e-04 
val#530,1.020633049e+01,1.001263365e+00,5.912745335e-04 
val#531,1.020673472e+01,1.001232846e+00,5.818585142e-04 
val#532,1.020713901e+01,1.001199156e+00,5.723757306e-04 
val#533,1.020754335e+01,1.001162265e+00,5.628517456e-04 
val#534,1.020794775e+01,1.001122155e+00,5.533137330e-04 
val#535,1.020835222e+01,1.001078820e+00,5.437903293e-04 
val#536,1.020875674e+01,1.001032264e+00,5.343114681e-04 
val#537,1.020916132e+01,1.000982509e+00,5.249081905e-04 
val#538,1.020956596e+01,1.000929587e+00,5.156124064e-04 
val#539,1.020997066e+01,1.000873545e+00,5.064566584e-04 
val#540,1.021037541e+01,1.000814446e+00,4.974738411e-04 
val#541,1.021078023e+01,1.000752366e+00,4.886969073e-04 
val#542,1.021118510e+01,1.000687396e+00,4.801585564e-04 
val#543,1.021159004e+01,1.000619642e+00,4.718909126e-04 
val#544,1.021199503e+01,1.000549225e+00,4.639251951e-04 
val#545,1.021240008e+01,1.000476278e+00,4.562913873e-04 
val#546,1.021280519e+01,1.000400949e+00,4.490179100e-04 
val#547,1.021321036e+01,1.000323398e+00,4.421313065e-04 
val#548,1.021361559e+01,1.000243798e+00,4.356559409e-04 
val#549,1.021402087e+01,1.000162330e+00,4.296137257e-04 
val#550,1.021442622e+01,1.000079190e+00,4.240238677e-04 
val#551,1.021483162e+01,9.999945770e-01,4.189026632e-04 
val#552,1.021523709e+01,9.999087019e-01,4.142633008e-04 
val#553,1.021564261e+01,9.998217795e-01,4.101157421e-04 
val#554,1.021604819e+01,9.997340301e-01,4.064666174e-04 
val#555,1.021645383e+01,9.996456771e-01,4.033191818e-04 
val#556,1.021685953e+01,9.995569461e-01,4.006733011e-04 
val#557,1.021726529e+01,9.994680625e-01,3.985255061e-04 
val#558,1.021767111e+01,9.993792515e-01,3.968690731e-04 
val#559,1.021807699e+01,9.992907354e-01,3.956941335e-04 
val#560,1.021848292e+01,9.992027329e-01,3.949878575e-04 
val#561,1.021888892e+01,9.991154577e-01,3.947346434e-04 
val#562,1.021929497e+01,9.990291176e-01,3.949163282e-04 
val#563,1.021970109e+01,9.989439130e-01,3.955124860e-04 
val#564,1.022010726e+01,9.988600363e-01,3.965006276e-04 
val#565,1.022051349e+01,9.987776705e-01,3.978565486e-04 
val#566,1.022091978e+01,9.986969894e-01,3.995545461e-04 
val#567,1.022132613e+01,9.986181561e-01,4.015677988e-04 
val#568,1.022173254e+01,9.985413227e-01,4.038685798e-04 
val#569,1.022213901e+01,9.984666306e-01,4.064286004e-04 
val#570,1.022254554e+01,9.983942092e-01,4.092192281e-04 
val#571,1.022295213e+01,9.983241766e-01,4.122117998e-04 
val#572,1.022335878e+01,9.982566392e-01,4.153778307e-04 
val#573,1.022376548e+01,9.981916917e-01,4.186892261e-04 
val#574,1.022417225e+01,9.981294177e-01,4.221185222e-04 
val#575,1.022457907e+01,9.980698893e-01,4.256390401e-04 
val#576,1.022498596e+01,9.980131679e-01,4.292250404e-04 
val#577,1.022539290e+01,9.979593043e-01,4.328518543e-04 
val#578,1.022579990e+01,9.979083394e-01,4.364960374e-04 
val#579,1.022620697e+01,9.978603042e-01,4.401353768e-04 
val#580,1.022661409e+01,9.978152210e-01,4.437490148e-04 
val#581,1.022702127e+01,9.977731032e-01,4.473175234e-04 
val#582,1.022742851e+01,9.977339563e-01,4.508228536e-04 
val#583,1.022783581e+01,9.976977782e-01,4.542483886e-04 
val#584,1.022824317e+01,9.976645603e-01,4.575789590e-04 
val#585,1.022865059e+01,9.976342871e-01,4.608008336e-04 
val#586,1.022905807e+01,9.976069376e-01,4.639016157e-04 
val#587,1.022946561e+01,9.975824855e-01,4.668702984e-04 
val#588,1.022987321e+01,9.975608998e-01,4.696971530e-04 
val#589,1.023028086e+01,9.975421454e-01,4.723737199e-04 
val#590,1.023068858e+01,9.975261831e-01,4.748927152e-04 
val#591,1.023109636e+01,9.975129708e-01,4.772480200e-04 
val#592,1.023150419e+01,9.975024632e-01,4.794345386e-04 
val#593,1.023191209e+01,9.974946131e-01,4.814481546e-04 
val#594,1.023232004e+01,9.974893708e-01,4.832857587e-04 
val#595,1.023272806e+01,9.974866851e-01,4.849450545e-04 
val#596,1.023313613e+01,9.974865035e-01,4.864245645e-04 
val#597,1.023354427e+01,9.974887727e-01,4.877234509e-04 
val#598,1.023395246e+01,9.974934381e-01,4.888416808e-04 
val#599,1.023436072e+01,9.975004451e-01,4.897797556e-04 
val#600,1.023476903e+01,9.975097387e-01,4.905387081e-04 
val#601,1.023517740e+01,9.975212639e-01,4.911200683e-04 
val#602,1.023558584e+01,9.975349658e-01,4.915258459e-04 
val#603,1.023599433e+01,9.975507900e-01,4.917583760e-04 
val#604,1.023640288e+01,9.975686825e-01,4.918203755e-04 
val#605,1.023681149e+01,9.975885897e-01,4.917148271e-04 
val#606,1.023722017e+01,9.976104592e-01,4.914449912e-04 
val#607,1.023762890e+01,9.976342389e-01,4.910143444e-04 
val#608,1.023803769e+01,9.976598780e-01,4.904265335e-04 
val#609,1.023844654e+01,9.976873266e-01,4.896853460e-04 
val#610,1.023885545e+01,9.977165358e-01,4.887947437e-04 
val#611,1.023926442e+01,9.977474579e-01,4.877587218e-04 
val#612,1.023967346e+01,9.977800463e-01,4.865814100e-04 
val#613,1.024008255e+01,9.978142554e-01,4.852669335e-04 
val#614,1.024049170e+01,9.978500411e-01,4.838194681e-04 
val#615,1.024090091e+01,9.978873602e-01,4.822432655e-04 
val#616,1.024131018e+01,9.979261708e-01,4.805424632e-04 
val#617,1.024171951e+01,9.979664325e-01,4.787212982e-04 
val#618,1.024212890e+01,9.980081054e-01,4.767839717e-04 
val#619,1.024253835e+01,9.980511517e-01,4.747345659e-04 
val#620,1.024294786e+01,9.980955338e-01,4.725772115e-04 
val#621,1.024335744e+01,9.981412161e-01,4.703160058e-04 
val#622,1.024376707e+01,9.981881635e-01,4.679548784e-04 
val#623,1.024417676e+01,9.982363424e-01,4.654978428e-04 
val#624,1.024458651e+01,9.982857198e-01,4.629488141e-04 
val#625,1.024499632e+01,9.983362645e-01,4.603115533e-04 
val#626,1.024540619e+01,9.983879455e-01,4.575899033e-04 
val#627,1.024581612e+01,9.984407331e-01,4.547875332e-04 
val#628,1.024622612e+01,9.984945987e-01,4.519080781e-04 
val#629,1.024663617e+01,9.985495143e-01,4.489551525e-04 
val#630,1.024704628e+01,9.986054527e-01,4.459322687e-04 
val#631,1.024745645e+01,9.986623878e-01,4.428428598e-04 
val#632,1.024786669e+01,9.987202942e-01,4.396903683e-04 
val#633,1.024827698e+01,9.987791471e-01,4.364781186e-04 
val#634,1.024868733e+01,9.988389223e-01,4.332094215e-04 
val#635,1.024909775e+01,9.988995964e-01,4.298874853e-04 
val#636,1.024950822e+01,9.989611466e-01,4.265155211e-04 
val#637,1.024991875e+01,9.990235506e-01,4.230967330e-04 
val#638,1.025032935e+01,9.990867865e-01,4.196341523e-04 
val#639,1.025074000e+01,9.991508330e-01,4.161309231e-04 
val#640,1.025115072e+01,9.992156692e-01,4.125900864e-04 
val#641,1.025156149e+01,9.992812744e-01,4.090146433e-04 
val#642,1.025197233e+01,9.993476285e-01,4.054076805e-04 
val#643,1.025238322e+01,9.994147115e-01,4.017720946e-04 
val#644,1.025279418e+01,9.994825037e-01,3.981109288e-04 
val#645,1.025320520e+01,9.995509854e-01,3.944271757e-04 
val#646,1.025361627e+01,9.996201373e-01,3.907237626e-04 
val#647,1.025402741e+01,9.996899400e-01,3.870037122e-04 
val#648,1.025443861e+01,9.997603740e-01,3.832700569e-04 
val#649,1.025484987e+01,9.998314202e-01,3.795257639e-04 
val#650,1.025526119e+01,9.999030592e-01,3.757739386e-04 
val#651,1.025567257e+01,9.999752714e-01,3.720175993e-04 
val#652,1.025608401e+01,1.000048037e+00,3.682598907e-04 
val#653,1.025649551e+01,1.000121337e+00,3.645040392e-04 
val#654,1.025690707e+01,1.000195150e+00,3.607531623e-04 
val#655,1.025731869e+01,1.000269455e+00,3.570105841e-04 
val#656,1.025773037e+01,1.000344234e+00,3.532796514e-04 
val#657,1.025814211e+01,1.000419462e+00,3.495637770e-04 
val#658,1.025855392e+01,1.000495120e+00,3.458664503e-04 
val#659,1.025896578e+01,1.000571184e+00,3.421912535e-04 
val#660,1.025937771e+01,1.000647632e+00,3.385418571e-04 
val#661,1.025978969e+01,1.000724440e+00,3.349221086e-04 
val#662,1.026020174e+01,1.000801583e+00,3.313358044e-04 
val#663,1.026061384e+01,1.000879037e+00,3.277870311e-04 
val#664,1.026102601e+01,1.000956774e+00,3.242799561e-04 
val#665,1.026143824e+01,1.001034768e+00,3.208188110e-04 
val#666,1.026185053e+01,1.001112991e+00,3.174081142e-04 
val#667,1.026226288e+01,1.001191414e+00,3.140523233e-04 
val#668,1.026267529e+01,1.001270005e+00,3.107563072e-04 
val#669,1.026308776e+01,1.001348735e+00,3.075249729e-04 
val#670,1.026350029e+01,1.001427568e+00,3.043633860e-04 
val#671,1.026391288e+01,1.001506472e+00,3.012769095e-04 
val#672,1.026432554e+01,1.001585410e+00,2.982710118e-04 
val#673,1.026473825e+01,1.001664344e+00,2.953514193e-04 
val#674,1.026515103e+01,1.001743235e+00,2.925240812e-04 
val#675,1.026556386e+01,1.001822043e+00,2.897951730e-04 
val#676,1.026597676e+01,1.001900725e+00,2.871711055e-04 
val#677,1.026638972e+01,1.001979235e+00,2.846584454e-04 
val#678,1.026680274e+01,1.002057527e+00,2.822642155e-04 
val#679,1.026721582e+01,1.002135551e+00,2.799955399e-04 
val#680,1.026762896e+01,1.002213257e+00,2.778598565e-04 
val#681,1.026804216e+01,1.002290590e+00,2.758648689e-04 
val#682,1.026845542e+01,1.002367495e+00,2.740186324e-04 
val#683,1.026886874e+01,1.002443912e+00,2.723293655e-04 
val#684,1.026928213e+01,1.002519780e+00,2.708057029e-04 
val#685,1.026969557e+01,1.002595036e+00,2.694565603e-04 
val#686,1.027010908e+01,1.002669610e+00,2.682910860e-04 
val#687,1.027052265e+01,1.002743435e+00,2.673187610e-04 
val#688,1.027093628e+01,1.002816435e+00,2.665493697e-04 
val#689,1.027134997e+01,1.002888534e+00,2.659930186e-04 
val#690,1.027176372e+01,1.002959653e+00,2.656600549e-04 
val#691,1.027217753e+01,1.003029709e+00,2.655611507e-04 
val#692,1.027259140e+01,1.003098613e+00,2.657072618e-04 
val#693,1.027300534e+01,1.003166276e+00,2.661095033e-04 
val#694,1.027341933e+01,1.003232604e+00,2.667793443e-04 
val#695,1.027383339e+01,1.003297498e+00,2.677284397e-04 
val#696,1.027424751e+01,1.003360857e+00,2.689687032e-04 
val#697,1.027466169e+01,1.003422574e+00,2.705120518e-04 
val#698,1.027507593e+01,1.003482541e+00,2.723706864e-04 
val#699,1.027549023e+01,1.003540644e+00,2.745568589e-04 
val#700,1.027590459e+01,1.003596764e+00,2.770829060e-04 
val#701,1.027631902e+01,1.003650780e+00,2.799611402e-04 
val#702,1.027673350e+01,1.003702567e+00,2.832037363e-04 
val#703,1.027714805e+01,1.003751995e+00,2.868229465e-04 
val#704,1.027756266e+01,1.003798931e+00,2.908306562e-04 
val#705,1.027797733e+01,1.003843237e+00,2.952384690e-04 
val#706,1.027839206e+01,1.003884772e+00,3.000578223e-04 
val#707,1.027880685e+01,1.003923393e+00,3.052995298e-04 
val#708,1.027922170e+01,1.003958952e+00,3.109739027e-04 
val#709,1.027963662e+01,1.003991297e+00,3.170905615e-04 
val#710,1.028005159e+01,1.004020276e+00,3.236583565e-04 
val#711,1.028046663e+01,1.004045733e+00,3.306852598e-04 
val#712,1.028088173e+01,1.004067510e+00,3.381781038e-04 
val#713,1.028129689e+01,1.004085448e+00,3.461425073e-04 
val#714,1.028171211e+01,1.004099385e+00,3.545828616e-04 
val#715,1.028212740e+01,1.004109160e+00,3.635018471e-04 
val#716,1.028254274e+01,1.004114611e+00,3.729005701e-04 
val#717,1.028295815e+01,1.004115579e+00,3.827782792e-04 
val#718,1.028337362e+01,1.004111902e+00,3.931320658e-04 
val#719,1.028378915e+01,1.004103424e+00,4.039569006e-04 
val#720,1.028420474e+01,1.004089990e+00,4.152452415e-04 
val#721,1.028462039e+01,1.004071449e+00,4.269870490e-04 
val#722,1.028503610e+01,1.004047654e+00,4.391695234e-04 
val#723,1.028545188e+01,1.004018465e+00,4.517768809e-04 
val#724,1.028586772e+01,1.003983748e+00,4.647901629e-04 
val#725,1.028628362e+01,1.003943378e+00,4.781873401e-04 
val#726,1.028669958e+01,1.003897238e+00,4.919428405e-04 
val#727,1.028711560e+01,1.003845221e+00,5.060277093e-04 
val#728,1.028753169e+01,1.003787233e+00,5.204094421e-04 
val#729,1.028794783e+01,1.003723192e+00,5.350518266e-04 
val#730,1.028836404e+01,1.003653029e+00,5.499150007e-04 
val#731,1.028878031e+01,1.003576693e+00,5.649554783e-04 
val#732,1.028919664e+01,1.003494146e+00,5.801262123e-04 
val#733,1.028961303e+01,1.003405371e+00,5.953765553e-04 
val#734,1.029002949e+01,1.003310368e+00,6.106525898e-04 
val#735,1.029044601e+01,1.003209159e+00,6.258970820e-04 
val#736,1.029086259e+01,1.003101784e+00,6.410499992e-04 
val#737,1.029127923e+01,1.002988307e+00,6.560485369e-04 
val#738,1.029169593e+01,1.002868815e+00,6.708276073e-04 
val#739,1.029211269e+01,1.002743419e+00,6.853202668e-04 
val#740,1.029252952e+01,1.002612252e+00,6.994577866e-04 
val#741,1.029294641e+01,1.002475472e+00,7.131708185e-04 
val#742,1.029336336e+01,1.002333263e+00,7.263892493e-04 
val#743,1.029378037e+01,1.002185832e+00,7.390432366e-04 
val#744,1.029419744e+01,1.002033411e+00,7.510634504e-04 
val#745,1.029461458e+01,1.001876254e+00,7.623818933e-04 
val#746,1.029503178e+01,1.001714641e+00,7.729325342e-04 
val#747,1.029544903e+01,1.001548873e+00,7.826519139e-04 
val#748,1.029586636e+01,1.001379269e+00,7.914796368e-04 
val#749,1.029628374e+01,1.001206173e+00,7.993592441e-04 
val#750,1.029670119e+01,1.001029943e+00,8.062385740e-04 
val#751,1.029711869e+01,1.000850954e+00,8.120704598e-04 
val#752,1.029753626e+01,1.000669598e+00,8.168131251e-04 
val#753,1.029795390e+01,1.000486277e+00,8.204306758e-04 
val#754,1.029837159e+01,1.000301402e+00,8.228937263e-04 
val#755,1.029878935e+01,1.000115395e+00,8.241790594e-04 
val#756,1.029920717e+01,9.999286802e-01,8.242706920e-04 
val#757,1.029962505e+01,9.997416863e-01,8.231594358e-04 
val#758,1.030004299e+01,9.995548416e-01,8.208430825e-04 
val#759,1.030046099e+01,9.993685727e-01,8.173266562e-04 
val#760,1.030087906e+01,9.991833011e-01,8.126220497e-04 
val#761,1.030129719e+01,9.989994412e-01,8.067478302e-04 
val#762,1.030171538e+01,9.988173986e-01,7.997291412e-04 
val#763,1.030213364e+01,9.986375669e-01,7.915972905e-04 
val#764,1.030255195e+01,9.984603261e-01,7.823893053e-04 
val#765,1.030297033e+01,9.982860412e-01,7.721475806e-04 
val#766,1.030338877e+01,9.981150598e-01,7.609193087e-04 
val#767,1.030380727e+01,9.979477110e-01,7.487559122e-04 
val#768,1.030422584e+01,9.977843044e-01,7.357125813e-04 
val#769,1.030464447e+01,9.976251281e-01,7.218475232e-04 
val#770,1.030506316e+01,9.974704492e-01,7.072215838e-04 
val#771,1.030548191e+01,9.973205119e-01,6.918974404e-04 
val#772,1.030590073e+01,9.971755380e-01,6.759391497e-04 
val#773,1.030631960e+01,9.970357261e-01,6.594114828e-04 
val#774,1.030673854e+01,9.969012520e-01,6.423795317e-04 
val#775,1.030715754e+01,9.967722685e-01,6.249080492e-04 
val#776,1.030757661e+01,9.966489060e-01,6.070609207e-04 
val#777,1.030799574e+01,9.965312728e-01,5.889009635e-04 
val#778,1.030841493e+01,9.964194559e-01,5.704894492e-04 
val#779,1.030883418e+01,9.963135216e-01,5.518855068e-04 
val#780,1.030925349e+01,9.962135163e-01,5.331461747e-04 
val#781,1.030967287e+01,9.961194677e-01,5.143259381e-04 
val#782,1.031009231e+01,9.960313854e-01,4.954765296e-04 
val#783,1.031051181e+01,9.959492621e-01,4.766468920e-04 
val#784,1.031093138e+01,9.958730751e-01,4.578827928e-04 
val#785,1.031135101e+01,9.958027867e-01,4.392270927e-04 
val#786,1.031177070e+01,9.957383458e-01,4.207193684e-04 
val#787,1.031219045e+01,9.956796890e-01,4.023960581e-04 
val#788,1.031261026e+01,9.956267415e-01,3.842905459e-04 
val#789,1.031303014e+01,9.955794186e-01,3.664329164e-04 
val#790,1.031345008e+01,9.955376263e-01,3.488503533e-04 
